token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
136485,MARICO30DEC21595CE,MARICO,2021-12-30,59500.0,1000,OPTSTK,NFO,5.000000
65641,BPCL24FEB22290CE,BPCL,2022-02-24,29000.0,1800,OPTSTK,NFO,5.000000
142190,SBILIFE30DEC211080PE,SBILIFE,2021-12-30,108000.0,750,OPTSTK,NFO,5.000000
117244,ICICIBANK27JAN22780CE,ICICIBANK,2022-01-27,78000.0,1375,OPTSTK,NFO,5.000000
74808,ACC30DEC212780PE,ACC,2021-12-30,278000.0,250,OPTSTK,NFO,5.000000
67691,ICICIGI27JAN22FUT,ICICIGI,2022-01-27,-1.0,425,FUTSTK,NFO,5.000000
74048,ABBOTINDIA30DEC2119000PE,ABBOTINDIA,2021-12-30,1900000.0,25,OPTSTK,NFO,5.000000
51325,NIFTY16DEC2119250CE,NIFTY,2021-12-16,1925000.0,50,OPTIDX,NFO,5.000000
119529,SBIN24FEB22360CE,SBIN,2022-02-24,36000.0,1500,OPTSTK,NFO,5.000000
85357,CANFINHOME30DEC21480CE,CANFINHOME,2021-12-30,48000.0,975,OPTSTK,NFO,5.000000
145422,TRENT30DEC21860PE,TRENT,2021-12-30,86000.0,725,OPTSTK,NFO,5.000000
134302,KOTAKBANK30DEC211960PE,KOTAKBANK,2021-12-30,196000.0,400,OPTSTK,NFO,5.000000
80641,BALKRISIND30DEC212320PE,BALKRISIND,2021-12-30,232000.0,200,OPTSTK,NFO,5.000000
90961,ICICIBANK24FEB22780CE,ICICIBANK,2022-02-24,78000.0,1375,OPTSTK,NFO,5.000000
83381,BHEL30DEC2157CE,BHEL,2021-12-30,5700.0,10500,OPTSTK,NFO,5.000000
85946,CANFINHOME30DEC21840PE,CANFINHOME,2021-12-30,84000.0,975,OPTSTK,NFO,5.000000
95893,MARUTI24FEB226600CE,MARUTI,2022-02-24,660000.0,100,OPTSTK,NFO,5.000000
94218,LAURUSLABS24FEB22450PE,LAURUSLABS,2022-02-24,45000.0,900,OPTSTK,NFO,5.000000
112933,HEROMOTOCO30DEC212620PE,HEROMOTOCO,2021-12-30,262000.0,300,OPTSTK,NFO,5.000000
120666,LALPATHLAB27JAN224800CE,LALPATHLAB,2022-01-27,480000.0,125,OPTSTK,NFO,5.000000
112584,HDFCLIFE30DEC21865CE,HDFCLIFE,2021-12-30,86500.0,1100,OPTSTK,NFO,5.000000
149323,POWERGRID27JAN22160PE,POWERGRID,2022-01-27,16000.0,5333,OPTSTK,NFO,5.000000
98496,DRREDDY27JAN224100CE,DRREDDY,2022-01-27,410000.0,125,OPTSTK,NFO,5.000000
78216,EXIDEIND24FEB22155PE,EXIDEIND,2022-02-24,15500.0,3600,OPTSTK,NFO,5.000000
146984,NAM-INDIA27JAN22460CE,NAM-INDIA,2022-01-27,46000.0,1600,OPTSTK,NFO,5.000000
120413,KOTAKBANK27JAN222500PE,KOTAKBANK,2022-01-27,250000.0,400,OPTSTK,NFO,5.000000
150606,SBIN27JAN22475CE,SBIN,2022-01-27,47500.0,1500,OPTSTK,NFO,5.000000
68420,NIFTY27JAN2217500CE,NIFTY,2022-01-27,1750000.0,50,OPTIDX,NFO,5.000000
140175,PERSISTENT30DEC214300CE,PERSISTENT,2021-12-30,430000.0,150,OPTSTK,NFO,5.000000
80897,GODREJCP24FEB221250CE,GODREJCP,2022-02-24,125000.0,500,OPTSTK,NFO,5.000000
80926,GODREJPROP24FEB221550PE,GODREJPROP,2022-02-24,155000.0,325,OPTSTK,NFO,5.000000
119957,JKCEMENT27JAN223600PE,JKCEMENT,2022-01-27,360000.0,175,OPTSTK,NFO,5.000000
83290,BHARTIARTL30DEC21790CE,BHARTIARTL,2021-12-30,79000.0,1886,OPTSTK,NFO,5.000000
118365,INDHOTEL30DEC21128.5CE,INDHOTEL,2021-12-30,12850.0,4022,OPTSTK,NFO,5.000000
116279,HEROMOTOCO27JAN222260PE,HEROMOTOCO,2022-01-27,226000.0,300,OPTSTK,NFO,5.000000
91142,ICICIGI24FEB221920PE,ICICIGI,2022-02-24,192000.0,425,OPTSTK,NFO,5.000000
96717,DABUR30DEC21455PE,DABUR,2021-12-30,45500.0,1250,OPTSTK,NFO,5.000000
150045,SAIL27JAN22112.5PE,SAIL,2022-01-27,11250.0,4750,OPTSTK,NFO,5.000000
86019,CHOLAFIN30DEC21570CE,CHOLAFIN,2021-12-30,57000.0,1250,OPTSTK,NFO,5.000000
140325,PETRONET30DEC21282.5CE,PETRONET,2021-12-30,28250.0,3000,OPTSTK,NFO,5.000000
143649,TATACHEM30DEC21660CE,TATACHEM,2021-12-30,66000.0,1000,OPTSTK,NFO,5.000000
139531,OFSS30DEC215800CE,OFSS,2021-12-30,580000.0,125,OPTSTK,NFO,5.000000
150017,SAIL27JAN2277.5PE,SAIL,2022-01-27,7750.0,4750,OPTSTK,NFO,5.000000
72316,APOLLOTYRE27JAN22192.5CE,APOLLOTYRE,2022-01-27,19250.0,2500,OPTSTK,NFO,5.000000
151582,SYNGENE27JAN22540CE,SYNGENE,2022-01-27,54000.0,850,OPTSTK,NFO,5.000000
140797,PIIND30DEC212100CE,PIIND,2021-12-30,210000.0,250,OPTSTK,NFO,5.000000
58037,AUROPHARMA24FEB22750CE,AUROPHARMA,2022-02-24,75000.0,750,OPTSTK,NFO,5.000000
71864,CONCOR24FEB22810CE,CONCOR,2022-02-24,81000.0,800,OPTSTK,NFO,5.000000
97398,MOTHERSUMI24FEB22250CE,MOTHERSUMI,2022-02-24,25000.0,3500,OPTSTK,NFO,5.000000
81435,AUROPHARMA27JAN22790PE,AUROPHARMA,2022-01-27,79000.0,750,OPTSTK,NFO,5.000000
75819,DIXON24FEB223900CE,DIXON,2022-02-24,390000.0,125,OPTSTK,NFO,5.000000
38114,FINNIFTY04JAN2216900CE,FINNIFTY,2022-01-04,1690000.0,40,OPTIDX,NFO,5.000000
72460,NIFTY30DEC2116550PE,NIFTY,2021-12-30,1655000.0,50,OPTIDX,NFO,5.000000
35314,BANKNIFTY30DEC2132600CE,BANKNIFTY,2021-12-30,3260000.0,25,OPTIDX,NFO,5.000000
117976,IEX27JAN22226.65CE,IEX,2022-01-27,22665.0,3750,OPTSTK,NFO,5.000000
142822,SRF30DEC212140PE,SRF,2021-12-30,214000.0,625,OPTSTK,NFO,5.000000
85719,BATAINDIA27JAN222140PE,BATAINDIA,2022-01-27,214000.0,550,OPTSTK,NFO,5.000000
108375,POWERGRID24FEB22220PE,POWERGRID,2022-02-24,22000.0,5333,OPTSTK,NFO,5.000000
150328,SBICARD27JAN221080CE,SBICARD,2022-01-27,108000.0,500,OPTSTK,NFO,5.000000
122780,MARUTI27JAN229350CE,MARUTI,2022-01-27,935000.0,100,OPTSTK,NFO,5.000000
97361,DEEPAKNTR30DEC213200PE,DEEPAKNTR,2021-12-30,320000.0,250,OPTSTK,NFO,5.000000
85662,BATAINDIA27JAN221580CE,BATAINDIA,2022-01-27,158000.0,550,OPTSTK,NFO,5.000000
97429,MOTHERSUMI24FEB22305PE,MOTHERSUMI,2022-02-24,30500.0,3500,OPTSTK,NFO,5.000000
99991,NTPC24FEB22143PE,NTPC,2022-02-24,14300.0,5700,OPTSTK,NFO,5.000000
94539,CROMPTON30DEC21350PE,CROMPTON,2021-12-30,35000.0,1100,OPTSTK,NFO,5.000000
50376,BANKNIFTY16DEC2135300PE,BANKNIFTY,2021-12-16,3530000.0,25,OPTIDX,NFO,5.000000
91905,INDIACEM24FEB22240CE,INDIACEM,2022-02-24,24000.0,2900,OPTSTK,NFO,5.000000
119525,SBIN24FEB22350CE,SBIN,2022-02-24,35000.0,1500,OPTSTK,NFO,5.000000
94358,LICHSGFIN24FEB22360PE,LICHSGFIN,2022-02-24,36000.0,2000,OPTSTK,NFO,5.000000
44845,INDHOTEL30DEC21210PE,INDHOTEL,2021-12-30,21000.0,4022,OPTSTK,NFO,5.000000
37131,NIFTY30DEC2119150CE,NIFTY,2021-12-30,1915000.0,50,OPTIDX,NFO,5.000000
85029,HDFC24FEB223360PE,HDFC,2022-02-24,336000.0,300,OPTSTK,NFO,5.000000
53088,ACC24FEB222600CE,ACC,2022-02-24,260000.0,250,OPTSTK,NFO,5.000000
76095,DIXON24FEB225900CE,DIXON,2022-02-24,590000.0,125,OPTSTK,NFO,5.000000
121136,LT27JAN221400CE,LT,2022-01-27,140000.0,575,OPTSTK,NFO,5.000000
150868,SIEMENS27JAN222080CE,SIEMENS,2022-01-27,208000.0,275,OPTSTK,NFO,5.000000
153725,VOLTAS27JAN221020PE,VOLTAS,2022-01-27,102000.0,500,OPTSTK,NFO,5.000000
86649,BHARATFORG27JAN22680CE,BHARATFORG,2022-01-27,68000.0,750,OPTSTK,NFO,5.000000
42394,BANKNIFTY09DEC2138500PE,BANKNIFTY,2021-12-09,3850000.0,25,OPTIDX,NFO,5.000000
123364,SIEMENS24FEB221660CE,SIEMENS,2022-02-24,166000.0,275,OPTSTK,NFO,5.000000
117852,IDFCFIRSTB27JAN2230CE,IDFCFIRSTB,2022-01-27,3000.0,11100,OPTSTK,NFO,5.000000
100901,ESCORTS27JAN221940PE,ESCORTS,2022-01-27,194000.0,550,OPTSTK,NFO,5.000000
85502,BANKBARODA27JAN2275CE,BANKBARODA,2022-01-27,7500.0,11700,OPTSTK,NFO,5.000000
51227,NIFTY16DEC2118150CE,NIFTY,2021-12-16,1815000.0,50,OPTIDX,NFO,5.000000
124834,TATAPOWER24FEB22250CE,TATAPOWER,2022-02-24,25000.0,6750,OPTSTK,NFO,5.000000
141219,POWERGRID30DEC21230CE,POWERGRID,2021-12-30,23000.0,5333,OPTSTK,NFO,5.000000
102043,FEDERALBNK27JAN2275CE,FEDERALBNK,2022-01-27,7500.0,10000,OPTSTK,NFO,5.000000
149231,POLYCAB27JAN222580PE,POLYCAB,2022-01-27,258000.0,300,OPTSTK,NFO,5.000000
81516,AUROPHARMA27JAN22910CE,AUROPHARMA,2022-01-27,91000.0,750,OPTSTK,NFO,5.000000
147384,NESTLEIND27JAN2216700CE,NESTLEIND,2022-01-27,1670000.0,25,OPTSTK,NFO,5.000000
85031,HDFC24FEB223380PE,HDFC,2022-02-24,338000.0,300,OPTSTK,NFO,5.000000
124039,STAR24FEB22570PE,STAR,2022-02-24,57000.0,900,OPTSTK,NFO,5.000000
147280,NAVINFLUOR27JAN223250CE,NAVINFLUOR,2022-01-27,325000.0,225,OPTSTK,NFO,5.000000
60366,FINNIFTY21DEC2120600PE,FINNIFTY,2021-12-21,2060000.0,40,OPTIDX,NFO,5.000000
76386,DLF24FEB22340CE,DLF,2022-02-24,34000.0,1650,OPTSTK,NFO,5.000000
75239,DELTACORP24FEB22280CE,DELTACORP,2022-02-24,28000.0,2300,OPTSTK,NFO,5.000000
116586,HINDALCO27JAN22410CE,HINDALCO,2022-01-27,41000.0,1075,OPTSTK,NFO,5.000000
83252,BHARTIARTL30DEC21600CE,BHARTIARTL,2021-12-30,60000.0,1886,OPTSTK,NFO,5.000000
81197,AUROPHARMA27JAN22480PE,AUROPHARMA,2022-01-27,48000.0,750,OPTSTK,NFO,5.000000
85805,HDFCAMC24FEB223500PE,HDFCAMC,2022-02-24,350000.0,200,OPTSTK,NFO,5.000000
118648,INDIGO27JAN221240PE,INDIGO,2022-01-27,124000.0,250,OPTSTK,NFO,5.000000
95300,CROMPTON30DEC21520PE,CROMPTON,2021-12-30,52000.0,1100,OPTSTK,NFO,5.000000
138605,NAVINFLUOR30DEC213550CE,NAVINFLUOR,2021-12-30,355000.0,225,OPTSTK,NFO,5.000000
132848,IPCALAB30DEC212850PE,IPCALAB,2021-12-30,285000.0,225,OPTSTK,NFO,5.000000
82587,BERGEPAINT30DEC21770CE,BERGEPAINT,2021-12-30,77000.0,1100,OPTSTK,NFO,5.000000
117747,ICICIPRULI27JAN22580PE,ICICIPRULI,2022-01-27,58000.0,750,OPTSTK,NFO,5.000000
96427,METROPOLIS24FEB223400CE,METROPOLIS,2022-02-24,340000.0,200,OPTSTK,NFO,5.000000
42586,BANKNIFTY09DEC2141800CE,BANKNIFTY,2021-12-09,4180000.0,25,OPTIDX,NFO,5.000000
84662,BRITANNIA30DEC213760PE,BRITANNIA,2021-12-30,376000.0,200,OPTSTK,NFO,5.000000
139722,PAGEIND30DEC2137000PE,PAGEIND,2021-12-30,3700000.0,30,OPTSTK,NFO,5.000000
92311,INDIGO24FEB222700CE,INDIGO,2022-02-24,270000.0,250,OPTSTK,NFO,5.000000
147277,NAVINFLUOR27JAN223150PE,NAVINFLUOR,2022-01-27,315000.0,225,OPTSTK,NFO,5.000000
132465,INFY30DEC211880CE,INFY,2021-12-30,188000.0,300,OPTSTK,NFO,5.000000
153630,VEDL27JAN22300CE,VEDL,2022-01-27,30000.0,3100,OPTSTK,NFO,5.000000
52281,ATUL30DEC21FUT,ATUL,2021-12-30,-1.0,75,FUTSTK,NFO,5.000000
74494,ACC30DEC211780PE,ACC,2021-12-30,178000.0,250,OPTSTK,NFO,5.000000
136784,MARUTI30DEC217100PE,MARUTI,2021-12-30,710000.0,100,OPTSTK,NFO,5.000000
129830,MINDTREE27JAN225750CE,MINDTREE,2022-01-27,575000.0,200,OPTSTK,NFO,5.000000
137877,MRF30DEC2172000CE,MRF,2021-12-30,7200000.0,10,OPTSTK,NFO,5.000000
125680,TORNTPHARM24FEB223160CE,TORNTPHARM,2022-02-24,316000.0,250,OPTSTK,NFO,5.000000
153987,WHIRLPOOL30DEC211820PE,WHIRLPOOL,2021-12-30,182000.0,250,OPTSTK,NFO,5.000000
77690,EICHERMOT24FEB223320CE,EICHERMOT,2022-02-24,332000.0,350,OPTSTK,NFO,5.000000
96544,MFSL24FEB221080PE,MFSL,2022-02-24,108000.0,650,OPTSTK,NFO,5.000000
71901,BANKNIFTY30DEC2135000CE,BANKNIFTY,2021-12-30,3500000.0,25,OPTIDX,NFO,5.000000
148980,PIIND27JAN222600CE,PIIND,2022-01-27,260000.0,250,OPTSTK,NFO,5.000000
135521,LTTS30DEC214900CE,LTTS,2021-12-30,490000.0,200,OPTSTK,NFO,5.000000
146167,VOLTAS30DEC211400CE,VOLTAS,2021-12-30,140000.0,500,OPTSTK,NFO,5.000000
147718,NTPC27JAN22141CE,NTPC,2022-01-27,14100.0,5700,OPTSTK,NFO,5.000000
86833,COALINDIA30DEC21203.5PE,COALINDIA,2021-12-30,20350.0,4200,OPTSTK,NFO,5.000000
96435,METROPOLIS24FEB223600CE,METROPOLIS,2022-02-24,360000.0,200,OPTSTK,NFO,5.000000
137857,MRF30DEC2167000CE,MRF,2021-12-30,6700000.0,10,OPTSTK,NFO,5.000000
101001,PAGEIND24FEB2231500CE,PAGEIND,2022-02-24,3150000.0,30,OPTSTK,NFO,5.000000
122281,MANAPPURAM27JAN22185PE,MANAPPURAM,2022-01-27,18500.0,3000,OPTSTK,NFO,5.000000
50485,BANKNIFTY16DEC2138800CE,BANKNIFTY,2021-12-16,3880000.0,25,OPTIDX,NFO,5.000000
56561,ASTRAL24FEB222100CE,ASTRAL,2022-02-24,210000.0,275,OPTSTK,NFO,5.000000
118400,INDHOTEL30DEC21169.7PE,INDHOTEL,2021-12-30,16970.0,4022,OPTSTK,NFO,5.000000
146740,MRF27JAN2294000CE,MRF,2022-01-27,9400000.0,10,OPTSTK,NFO,5.000000
71195,AMARAJABAT27JAN22840PE,AMARAJABAT,2022-01-27,84000.0,1000,OPTSTK,NFO,5.000000
140992,POLYCAB30DEC211840PE,POLYCAB,2021-12-30,184000.0,300,OPTSTK,NFO,5.000000
84485,BPCL30DEC21565PE,BPCL,2021-12-30,56500.0,1800,OPTSTK,NFO,5.000000
119533,SBIN24FEB22370CE,SBIN,2022-02-24,37000.0,1500,OPTSTK,NFO,5.000000
86487,COALINDIA30DEC21136PE,COALINDIA,2021-12-30,13600.0,4200,OPTSTK,NFO,5.000000
118972,INDUSTOWER27JAN22365PE,INDUSTOWER,2022-01-27,36500.0,2800,OPTSTK,NFO,5.000000
68568,AARTIIND27JAN22670PE,AARTIIND,2022-01-27,67000.0,850,OPTSTK,NFO,5.000000
66223,BRITANNIA24FEB223340CE,BRITANNIA,2022-02-24,334000.0,200,OPTSTK,NFO,5.000000
92388,INDUSINDBK24FEB22760PE,INDUSINDBK,2022-02-24,76000.0,900,OPTSTK,NFO,5.000000
91249,ICICIPRULI24FEB22680CE,ICICIPRULI,2022-02-24,68000.0,750,OPTSTK,NFO,5.000000
56359,ASIANPAINT24FEB223260CE,ASIANPAINT,2022-02-24,326000.0,150,OPTSTK,NFO,5.000000
123525,SRF24FEB221500PE,SRF,2022-02-24,150000.0,375,OPTSTK,NFO,5.000000
78213,EXIDEIND24FEB22152.5CE,EXIDEIND,2022-02-24,15250.0,3600,OPTSTK,NFO,5.000000
42331,FINNIFTY11JAN2216500CE,FINNIFTY,2022-01-11,1650000.0,40,OPTIDX,NFO,5.000000
102041,FEDERALBNK27JAN2274CE,FEDERALBNK,2022-01-27,7400.0,10000,OPTSTK,NFO,5.000000
126558,VEDL24FEB22375CE,VEDL,2022-02-24,37500.0,3100,OPTSTK,NFO,5.000000
80628,BALKRISIND30DEC212200CE,BALKRISIND,2021-12-30,220000.0,200,OPTSTK,NFO,5.000000
127007,ZEEL24FEB22255PE,ZEEL,2022-02-24,25500.0,3000,OPTSTK,NFO,5.000000
81965,BATAINDIA30DEC211140PE,BATAINDIA,2021-12-30,114000.0,550,OPTSTK,NFO,5.000000
57681,AUROPHARMA24FEB22500CE,AUROPHARMA,2022-02-24,50000.0,750,OPTSTK,NFO,5.000000
106396,PNB24FEB2248CE,PNB,2022-02-24,4800.0,16000,OPTSTK,NFO,5.000000
144485,TCS30DEC213660CE,TCS,2021-12-30,366000.0,150,OPTSTK,NFO,5.000000
39339,BANKNIFTY06JAN2241000CE,BANKNIFTY,2022-01-06,4100000.0,25,OPTIDX,NFO,5.000000
134122,JUBLFOOD30DEC213100PE,JUBLFOOD,2021-12-30,310000.0,125,OPTSTK,NFO,5.000000
87239,BIOCON27JAN22370CE,BIOCON,2022-01-27,37000.0,2300,OPTSTK,NFO,5.000000
89068,CIPLA27JAN221060CE,CIPLA,2022-01-27,106000.0,650,OPTSTK,NFO,5.000000
151356,SUNPHARMA27JAN22760CE,SUNPHARMA,2022-01-27,76000.0,700,OPTSTK,NFO,5.000000
66356,BRITANNIA24FEB224320CE,BRITANNIA,2022-02-24,432000.0,200,OPTSTK,NFO,5.000000
51162,NIFTY16DEC2117450PE,NIFTY,2021-12-16,1745000.0,50,OPTIDX,NFO,5.000000
113938,ICICIGI30DEC21960CE,ICICIGI,2021-12-30,96000.0,425,OPTSTK,NFO,5.000000
139099,NTPC30DEC21122CE,NTPC,2021-12-30,12200.0,5700,OPTSTK,NFO,5.000000
148696,PFIZER27JAN225050CE,PFIZER,2022-01-27,505000.0,125,OPTSTK,NFO,5.000000
75167,ADANIENT30DEC211760PE,ADANIENT,2021-12-30,176000.0,500,OPTSTK,NFO,5.000000
87421,BOSCHLTD27JAN2217500CE,BOSCHLTD,2022-01-27,1750000.0,50,OPTSTK,NFO,5.000000
148421,PETRONET27JAN22202.5PE,PETRONET,2022-01-27,20250.0,3000,OPTSTK,NFO,5.000000
69250,CIPLA24FEB221180CE,CIPLA,2022-02-24,118000.0,650,OPTSTK,NFO,5.000000
69821,ACC27JAN221780CE,ACC,2022-01-27,178000.0,250,OPTSTK,NFO,5.000000
125244,TECHM24FEB221820CE,TECHM,2022-02-24,182000.0,600,OPTSTK,NFO,5.000000
119778,ITC27JAN22246CE,ITC,2022-01-27,24600.0,3200,OPTSTK,NFO,5.000000
80450,BAJFINANCE30DEC219000CE,BAJFINANCE,2021-12-30,900000.0,125,OPTSTK,NFO,5.000000
96410,METROPOLIS24FEB222950PE,METROPOLIS,2022-02-24,295000.0,200,OPTSTK,NFO,5.000000
96124,CUMMINSIND30DEC21720PE,CUMMINSIND,2021-12-30,72000.0,600,OPTSTK,NFO,5.000000
123878,MFSL27JAN221180PE,MFSL,2022-01-27,118000.0,650,OPTSTK,NFO,5.000000
150474,SBILIFE27JAN221230CE,SBILIFE,2022-01-27,123000.0,750,OPTSTK,NFO,5.000000
92487,INDUSTOWER24FEB22255CE,INDUSTOWER,2022-02-24,25500.0,2800,OPTSTK,NFO,5.000000
149636,RBLBANK27JAN22150CE,RBLBANK,2022-01-27,15000.0,2900,OPTSTK,NFO,5.000000
35531,BANKNIFTY24FEB2232200CE,BANKNIFTY,2022-02-24,3220000.0,25,OPTIDX,NFO,5.000000
112133,HDFCAMC30DEC213850PE,HDFCAMC,2021-12-30,385000.0,200,OPTSTK,NFO,5.000000
121169,LT27JAN221720PE,LT,2022-01-27,172000.0,575,OPTSTK,NFO,5.000000
66256,BRITANNIA24FEB223640PE,BRITANNIA,2022-02-24,364000.0,200,OPTSTK,NFO,5.000000
94390,LICHSGFIN24FEB22440PE,LICHSGFIN,2022-02-24,44000.0,2000,OPTSTK,NFO,5.000000
113642,SBICARD24FEB22940PE,SBICARD,2022-02-24,94000.0,500,OPTSTK,NFO,5.000000
117247,ICICIBANK27JAN22790PE,ICICIBANK,2022-01-27,79000.0,1375,OPTSTK,NFO,5.000000
72510,APOLLOTYRE27JAN22247.5CE,APOLLOTYRE,2022-01-27,24750.0,2500,OPTSTK,NFO,5.000000
39482,NIFTY06JAN2216550CE,NIFTY,2022-01-06,1655000.0,50,OPTIDX,NFO,5.000000
148289,PERSISTENT27JAN223550PE,PERSISTENT,2022-01-27,355000.0,150,OPTSTK,NFO,5.000000
100063,NTPC24FEB22171PE,NTPC,2022-02-24,17100.0,5700,OPTSTK,NFO,5.000000
127038,ZEEL24FEB22335CE,ZEEL,2022-02-24,33500.0,3000,OPTSTK,NFO,5.000000
83372,BHEL30DEC2152PE,BHEL,2021-12-30,5200.0,10500,OPTSTK,NFO,5.000000
95059,LUPIN24FEB221260CE,LUPIN,2022-02-24,126000.0,850,OPTSTK,NFO,5.000000
103113,DIXON30DEC215050CE,DIXON,2021-12-30,505000.0,125,OPTSTK,NFO,5.000000
111561,HCLTECH30DEC211480PE,HCLTECH,2021-12-30,148000.0,700,OPTSTK,NFO,5.000000
138528,NAUKRI30DEC218600PE,NAUKRI,2021-12-30,860000.0,125,OPTSTK,NFO,5.000000
87140,BHEL27JAN2282PE,BHEL,2022-01-27,8200.0,10500,OPTSTK,NFO,5.000000
149001,PIIND27JAN223100PE,PIIND,2022-01-27,310000.0,250,OPTSTK,NFO,5.000000
117605,IGL30DEC21700CE,IGL,2021-12-30,70000.0,1375,OPTSTK,NFO,5.000000
68500,NIFTY27JAN2218350CE,NIFTY,2022-01-27,1835000.0,50,OPTIDX,NFO,5.000000
92390,INDUSINDBK24FEB22780PE,INDUSINDBK,2022-02-24,78000.0,900,OPTSTK,NFO,5.000000
122277,MANAPPURAM27JAN22180PE,MANAPPURAM,2022-01-27,18000.0,3000,OPTSTK,NFO,5.000000
74609,ACC30DEC212140PE,ACC,2021-12-30,214000.0,250,OPTSTK,NFO,5.000000
75023,ADANIENT30DEC211380CE,ADANIENT,2021-12-30,138000.0,500,OPTSTK,NFO,5.000000
62626,BANKNIFTY23DEC2139800PE,BANKNIFTY,2021-12-23,3980000.0,25,OPTIDX,NFO,5.000000
87571,BPCL27JAN22410CE,BPCL,2022-01-27,41000.0,1800,OPTSTK,NFO,5.000000
153671,VEDL27JAN22400PE,VEDL,2022-01-27,40000.0,3100,OPTSTK,NFO,5.000000
126012,TVSMOTOR24FEB22570CE,TVSMOTOR,2022-02-24,57000.0,1400,OPTSTK,NFO,5.000000
152361,TCS27JAN223960PE,TCS,2022-01-27,396000.0,150,OPTSTK,NFO,5.000000
111525,HCLTECH30DEC211300PE,HCLTECH,2021-12-30,130000.0,700,OPTSTK,NFO,5.000000
115899,HDFCAMC27JAN223850PE,HDFCAMC,2022-01-27,385000.0,200,OPTSTK,NFO,5.000000
72025,APOLLOHOSP27JAN223900PE,APOLLOHOSP,2022-01-27,390000.0,125,OPTSTK,NFO,5.000000
42175,BANKNIFTY09DEC2135300CE,BANKNIFTY,2021-12-09,3530000.0,25,OPTIDX,NFO,5.000000
95085,M&M24FEB22650CE,M&M,2022-02-24,65000.0,700,OPTSTK,NFO,5.000000
86345,CIPLA30DEC21930PE,CIPLA,2021-12-30,93000.0,650,OPTSTK,NFO,5.000000
42328,FINNIFTY11JAN2216400CE,FINNIFTY,2022-01-11,1640000.0,40,OPTIDX,NFO,5.000000
98930,MUTHOOTFIN24FEB221780CE,MUTHOOTFIN,2022-02-24,178000.0,375,OPTSTK,NFO,5.000000
154149,WHIRLPOOL27JAN221820PE,WHIRLPOOL,2022-01-27,182000.0,250,OPTSTK,NFO,5.000000
78681,ASTRAL30DEC211650CE,ASTRAL,2021-12-30,165000.0,275,OPTSTK,NFO,5.000000
113557,HINDUNILVR30DEC212860PE,HINDUNILVR,2021-12-30,286000.0,300,OPTSTK,NFO,5.000000
121702,LTTS27JAN224750CE,LTTS,2022-01-27,475000.0,200,OPTSTK,NFO,5.000000
137866,MRF30DEC2169000PE,MRF,2021-12-30,6900000.0,10,OPTSTK,NFO,5.000000
121197,SBIN24FEB22545CE,SBIN,2022-02-24,54500.0,1500,OPTSTK,NFO,5.000000
139519,OFSS30DEC215200CE,OFSS,2021-12-30,520000.0,125,OPTSTK,NFO,5.000000
111126,GUJGASLTD30DEC21600CE,GUJGASLTD,2021-12-30,60000.0,1250,OPTSTK,NFO,5.000000
153346,ULTRACEMCO27JAN225600CE,ULTRACEMCO,2022-01-27,560000.0,100,OPTSTK,NFO,5.000000
145443,TRENT30DEC211080CE,TRENT,2021-12-30,108000.0,725,OPTSTK,NFO,5.000000
68788,AARTIIND27JAN221170PE,AARTIIND,2022-01-27,117000.0,850,OPTSTK,NFO,5.000000
120650,LALPATHLAB27JAN224000CE,LALPATHLAB,2022-01-27,400000.0,125,OPTSTK,NFO,5.000000
96423,METROPOLIS24FEB223300CE,METROPOLIS,2022-02-24,330000.0,200,OPTSTK,NFO,5.000000
141068,POLYCAB30DEC212600PE,POLYCAB,2021-12-30,260000.0,300,OPTSTK,NFO,5.000000
96056,MCDOWELL-N24FEB22670PE,MCDOWELL-N,2022-02-24,67000.0,1250,OPTSTK,NFO,5.000000
141097,POLYCAB30DEC212900CE,POLYCAB,2021-12-30,290000.0,300,OPTSTK,NFO,5.000000
42488,FINNIFTY11JAN2221700CE,FINNIFTY,2022-01-11,2170000.0,40,OPTIDX,NFO,5.000000
95027,LUPIN24FEB221100CE,LUPIN,2022-02-24,110000.0,850,OPTSTK,NFO,5.000000
80285,BAJAJFINSV30DEC2117250PE,BAJAJFINSV,2021-12-30,1725000.0,75,OPTSTK,NFO,5.000000
126996,ZEEL24FEB22230CE,ZEEL,2022-02-24,23000.0,3000,OPTSTK,NFO,5.000000
126733,WHIRLPOOL24FEB221580PE,WHIRLPOOL,2022-02-24,158000.0,250,OPTSTK,NFO,5.000000
112109,HDFCAMC30DEC213250PE,HDFCAMC,2021-12-30,325000.0,200,OPTSTK,NFO,5.000000
51125,NIFTY16DEC2117000CE,NIFTY,2021-12-16,1700000.0,50,OPTIDX,NFO,5.000000
38153,FINNIFTY04JAN2217900PE,FINNIFTY,2022-01-04,1790000.0,40,OPTIDX,NFO,5.000000
69631,ABBOTINDIA27JAN2226750CE,ABBOTINDIA,2022-01-27,2675000.0,25,OPTSTK,NFO,5.000000
147057,NATIONALUM27JAN2277.5PE,NATIONALUM,2022-01-27,7750.0,8500,OPTSTK,NFO,5.000000
144311,TATASTEEL30DEC21840CE,TATASTEEL,2021-12-30,84000.0,425,OPTSTK,NFO,5.000000
58331,AUROPHARMA24FEB22990CE,AUROPHARMA,2022-02-24,99000.0,750,OPTSTK,NFO,5.000000
